;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;Column Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Average of Availability (%);;;;;;;;;;Average of SLA VSAT;;;;;;;;;;Total Average of Availability (%);Total Average of SLA VSAT;;;;Average of Availability (%);;;;;;;;;;Average of SLA VSAT;;;;;;;;;;Total Average of Availability (%);Total Average of SLA VSAT;;;;;;;;;;;;;
;;;;;6;7;8;9;;;;;;;6;7;8;9;;;;;;;;;;;60;6;7;8;9;;;;;;;6;7;8;9;;;;;;;;;;;;;;;;;;;;;
;;;Site ID;Site Name;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;Site ID;Site Name;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;22-Feb;23-Feb;24-Feb;25-Feb;26-Feb;27-Feb;28-Feb;;;;;;;;;;;;;;;
;;;PAP1094;BURATE DAEWA;100;100;100;100;100;100;100;100;99,84;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1094;BURATE DAEWA;100,00;100,00;100,00;100;100;100;100;100;99,84;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1095;OIFASANO;92,90714286;88,95142857;66,19571429;60,78;0;0;41,25;100;100;73,98;0,943452381;0,933035714;0,876488095;69,79%;69,79%;100,00%;100,00%;100,00%;100,00%;77,08%;75,44;90,85%;;PAP1095;OIFASANO;92,91;88,95;66,20;60,78;0;0;41,25;100;100;73,98;94,35%;93,30%;87,65%;69,79%;69,79%;100,00%;100,00%;100,00%;100,00%;77,08%;75,44;90,85%;;;;;;;;;;;;;
;;;PAP1096;KARIRA;99,96142857;99,97428571;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1096;KARIRA;99,96;99,97;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1097;OTODEMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP1097;OTODEMO;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP1098;PIRO 2;100;99,96428571;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1098;PIRO 2;100,00;99,96;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1102;RONDISI III;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1102;RONDISI III;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1103;RONDISI IV;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1103;RONDISI IV;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1109;SAUYAS;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1109;SAUYAS;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1113;WONGKEINA III;100;100;100;100;100;100;100;100;99,99;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1113;WONGKEINA III;100,00;100,00;100,00;100;100;100;100;100;99,99;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1114;WONGKEINA II;100;100;100;100;100;100;100;100;99,79;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1114;WONGKEINA II;100,00;100,00;100,00;100;100;100;100;100;99,79;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1115;YAMNAISU II;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1115;YAMNAISU II;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1118;KOIRYAKAM II;100;99,99142857;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1118;KOIRYAKAM II;100,00;99,99;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1121;WARBOR II;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1121;WARBOR II;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1122;WARSA II;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1122;WARSA II;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1125;MARSRAM I;100;100;100;100;100;100;100;100;99,94;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1125;MARSRAM I;100,00;100,00;100,00;100;100;100;100;100;99,94;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1126;MARSRAM II;99,99714286;99,99285714;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1126;MARSRAM II;100,00;99,99;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1127;MARSRAM III;99,90285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1127;MARSRAM III;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1129;DUBER II;100;99,42714286;99,94571429;100;100;100;100;99,7;99,91;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,83;99,85%;;PAP1129;DUBER II;100,00;99,43;99,95;100;100;100;100;99,7;99,91;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,83;99,85%;;;;;;;;;;;;;
;;;PAP1130;AMYAS II;100;100;95,23714286;8,5;94,79;98,18;100;100;100;100;1;1;0,962797619;78,13%;100,00%;98,96%;100,00%;100,00%;100,00%;100,00%;95,29;98,25%;;PAP1130;AMYAS II;100,00;100,00;95,24;8,5;94,79;98,18;100;100;100;100;100,00%;100,00%;96,28%;78,13%;100,00%;98,96%;100,00%;100,00%;100,00%;100,00%;95,29;98,25%;;;;;;;;;;;;;
;;;PAP1133;AIBA;99,90571429;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1133;AIBA;99,91;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1134;WARYEI II;99,88428571;99,98;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1134;WARYEI II;99,88;99,98;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1135;IREI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1135;IREI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1136;KIRAWA;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1136;KIRAWA;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1137;NANI POKEY;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1137;NANI POKEY;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1138;NAPISNDI II;98,46142857;86,65857143;83,16857143;75,7;100;89,38;100;78,03;48,98;100;0,998511905;0,885416667;0,87202381;44,79%;100,00%;97,92%;100,00%;81,25%;50,00%;100,00%;88,22;89,40%;;PAP1138;NAPISNDI II;98,46;86,66;83,17;75,7;100;89,38;100;78,03;48,98;100;99,85%;88,54%;87,20%;44,79%;100,00%;97,92%;100,00%;81,25%;50,00%;100,00%;88,22;89,40%;;;;;;;;;;;;;
;;;PAP1140;ADOKI;99,90285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1140;ADOKI;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1141;INMDI II;99,90285714;80,54285714;83,11714286;100;11,74;0;62,65;100;100;100;1;0,8125;0,833333333;100,00%;16,67%;0,00%;63,54%;100,00%;100,00%;100,00%;82,83;83,30%;;PAP1141;INMDI II;99,90;80,54;83,12;100;11,74;0;62,65;100;100;100;100,00%;81,25%;83,33%;100,00%;16,67%;0,00%;63,54%;100,00%;100,00%;100,00%;82,83;83,30%;;;;;;;;;;;;;
;;;PAP1142;KOYOMI;100;100;100;100;100;100;100;100;99,94;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1142;KOYOMI;100,00;100,00;100,00;100;100;100;100;100;99,94;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1143;ARMNU II;99,98285714;100;99,98428571;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1143;ARMNU II;99,98;100,00;99,98;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1144;ROIDIFU II;99,90285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1144;ROIDIFU II;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1145;NAPISNDI III;99,90571429;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1145;NAPISNDI III;99,91;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1149;IMBIRSBARI II;99,89285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1149;IMBIRSBARI II;99,89;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1150;YAMNAISU III;99,90142857;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1150;YAMNAISU III;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1156;WARYEI III;99,90142857;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1156;WARYEI III;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1184;TANJUNG BARARI III;100;100;67,31;26,56;27,27;31,09;22,11;23,91;34,67;29,57;1;1;0,69047619;41,67%;33,33%;38,54%;33,33%;27,08%;39,58%;36,46%;73,80;76,19%;;PAP1184;TANJUNG BARARI III;100,00;100,00;67,31;26,56;27,27;31,09;22,11;23,91;34,67;29,57;100,00%;100,00%;69,05%;41,67%;33,33%;38,54%;33,33%;27,08%;39,58%;36,46%;73,80;76,19%;;;;;;;;;;;;;
;;;PAP1185;TANJUNG BARARI II;82,39428571;25,26285714;24,98142857;24,78;18,77;26,31;18,12;20,68;28,19;28,53;0,833333333;0,296130952;0,285714286;36,46%;27,08%;28,13%;25,00%;22,92%;32,29%;37,50%;39,07;42,86%;;PAP1185;TANJUNG BARARI II;82,39;25,26;24,98;24,78;18,77;26,31;18,12;20,68;28,19;28,53;83,33%;29,61%;28,57%;36,46%;27,08%;28,13%;25,00%;22,92%;32,29%;37,50%;39,07;42,86%;;;;;;;;;;;;;
;;;PAP1186;WOTOA;66,14285714;61,21142857;55,21285714;100;100;100;4,23;0;59,6;100;0,671130952;0,642857143;0,602678571;46,88%;100,00%;100,00%;10,42%;0,00%;60,42%;100,00%;62,21;62,83%;;PAP1186;WOTOA;66,14;61,21;55,21;100;100;100;4,23;0;59,6;100;67,11%;64,29%;60,27%;46,88%;100,00%;100,00%;10,42%;0,00%;60,42%;100,00%;62,21;62,83%;;;;;;;;;;;;;
;;;PAP1198;WANGGAR PANTAI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1198;WANGGAR PANTAI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1202;MARYAIDORI II;100;100;100;100;100;100;100;100;99,89;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1202;MARYAIDORI II;100,00;100,00;100,00;100;100;100;100;100;99,89;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1208;WAFOR II;100;99,97142857;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1208;WAFOR II;100,00;99,97;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1216;ARIEPI III;99,90428571;100;100;100;100;100;100;100;99,91;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1216;ARIEPI III;99,90;100,00;100,00;100;100;100;100;100;99,91;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1217;AMPIMOI II;100;99,98142857;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1217;AMPIMOI II;100,00;99,98;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1218;RAYORI;99,97142857;100;100;100;100;100;100;100;99,89;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1218;RAYORI;99,97;100,00;100,00;100;100;100;100;100;99,89;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1219;SAURI II;99,89714286;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1219;SAURI II;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1220;SOPENDO SUP KARKIR;99,9;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1220;SOPENDO SUP KARKIR;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1221;DARMORPIS DARFUAR;99,90285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1221;DARMORPIS DARFUAR;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1224;NERMNU II;100;100;100;100;100;100;100;100;99,8;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;PAP1224;NERMNU II;100,00;100,00;100,00;100;100;100;100;100;99,8;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,99;99,85%;;;;;;;;;;;;;
;;;PAP1225;MAKMAKERBO II;99,89857143;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1225;MAKMAKERBO II;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1241;SAMABUSA II;99,74285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,94;99,85%;;PAP1241;SAMABUSA II;99,74;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,94;99,85%;;;;;;;;;;;;;
;;;PAP1242;WAROKI;99,89714286;99,98857143;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1242;WAROKI;99,90;99,99;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1244;SIMA III;24,57428571;24,40571429;24,27714286;25,01;23,48;28,68;32,57;30,54;27,67;19,37;0,438988095;0,404761905;0,430059524;43,75%;35,42%;45,83%;43,75%;44,79%;43,75%;43,75%;25,00;42,60%;;PAP1244;SIMA III;24,57;24,41;24,28;25,01;23,48;28,68;32,57;30,54;27,67;19,37;43,90%;40,48%;43,01%;43,75%;35,42%;45,83%;43,75%;44,79%;43,75%;43,75%;25,00;42,60%;;;;;;;;;;;;;
;;;PAP1245;SIMA II;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;PAP1245;SIMA II;0,00;0,00;0,00;0;0;0;0;0;0;0;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00%;0,00;0,00%;;;;;;;;;;;;;
;;;PAP1457;KANAWA II;99,76142857;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,94;99,85%;;PAP1457;KANAWA II;99,76;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,94;99,85%;;;;;;;;;;;;;
;;;PAP1458;AKUDIOMI - MARMER;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1458;AKUDIOMI - MARMER;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1459;AKUDIOMI - AHYERI;99,89285714;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;PAP1459;AKUDIOMI - AHYERI;99,89;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,97;99,85%;;;;;;;;;;;;;
;;;PAP1460;AKUDIOMI - WAUBU;99,9;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1460;AKUDIOMI - WAUBU;99,90;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1461;TATUI II;99,91;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1461;TATUI II;99,91;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;PAP1466;AKUDIOMI - PANTAI  IRUI;100;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;PAP1466;AKUDIOMI - PANTAI  IRUI;100,00;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00;99,85%;;;;;;;;;;;;;
;;;PAP1468;MOOR - TANJUNG TIROINE;99,91857143;100;100;100;100;100;100;100;100;100;1;1;0,994047619;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;PAP1468;MOOR - TANJUNG TIROINE;99,92;100,00;100,00;100;100;100;100;100;100;100;100,00%;100,00%;99,40%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;99,98;99,85%;;;;;;;;;;;;;
;;;RIA00010;TANJUNG DARUL TAKZIM;99,94571429;100;99,75;100;66,66;70,83;98,31;100;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,63;100,00%;;RIA00010;TANJUNG DARUL TAKZIM;99,95;100,00;99,75;100;66,66;70,83;98,31;100;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;97,63;100,00%;;;;;;;;;;;;;
;;;RIA00012;SUNGAI TENGAH;98,29857143;100;97,26428571;98,95;66,66;69,79;98,32;99,65;99,64;99,56;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,48;100,00%;;RIA00012;SUNGAI TENGAH;98,30;100,00;97,26;98,95;66,66;69,79;98,32;99,65;99,64;99,56;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;96,48;100,00%;;;;;;;;;;;;;
;;;RIA001;HUTAN AYU;99,88285714;99,86857143;92,95428571;73,97;37,51;69,79;96,65;99,96;100;100;1;1;1;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;93,82;100,00%;;RIA001;HUTAN AYU;99,88;99,87;92,95;73,97;37,51;69,79;96,65;99,96;100;100;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;100,00%;93,82;100,00%;;;;;;;;;;;;;
